locus_tag	ftype	length_bp	gene	EC_number	COG	product
54138_Lkimchicus_01017	CDS	300				hypothetical protein
54138_Lkimchicus_01018	CDS	999	panE_1	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
54138_Lkimchicus_01019	CDS	837	pheA		COG0077	P-protein
54138_Lkimchicus_01020	CDS	387				hypothetical protein
54138_Lkimchicus_01021	CDS	1044	dapE_3	3.5.1.18		Probable succinyl-diaminopimelate desuccinylase
54138_Lkimchicus_01022	CDS	237	dapE_4	3.5.1.18		Probable succinyl-diaminopimelate desuccinylase
54138_Lkimchicus_01023	CDS	747	glnQ_1	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
54138_Lkimchicus_01024	CDS	1440	mltF_2			Membrane-bound lytic murein transglycosylase F
54138_Lkimchicus_01025	CDS	819	tesE	4.2.1.132		2-hydroxyhexa-2,4-dienoate hydratase
54138_Lkimchicus_01026	CDS	165				hypothetical protein
54138_Lkimchicus_01027	CDS	1494				hypothetical protein
54138_Lkimchicus_01028	CDS	975				hypothetical protein
54138_Lkimchicus_01029	CDS	414				hypothetical protein
54138_Lkimchicus_01030	CDS	723				hypothetical protein
54138_Lkimchicus_01031	CDS	1359	arcD1		COG0531	Arginine/ornithine antiporter ArcD1
54138_Lkimchicus_01032	CDS	1185				hypothetical protein
54138_Lkimchicus_01033	CDS	1200				hypothetical protein
54138_Lkimchicus_01034	CDS	849				hypothetical protein
54138_Lkimchicus_01035	CDS	579				hypothetical protein
54138_Lkimchicus_01036	CDS	240	iap	3.4.-.-	COG0791	Probable endopeptidase p60
54138_Lkimchicus_01037	CDS	1029	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
54138_Lkimchicus_01038	CDS	1212	argJ			Arginine biosynthesis bifunctional protein ArgJ
54138_Lkimchicus_01039	CDS	741	argB	2.7.2.8	COG0548	Acetylglutamate kinase
54138_Lkimchicus_01040	CDS	1146	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
54138_Lkimchicus_01041	CDS	273				hypothetical protein
54138_Lkimchicus_01042	CDS	318			COG2848	UPF0210 protein SP_0239
54138_Lkimchicus_01043	CDS	1086			COG2848	UPF0210 protein SP_0239
54138_Lkimchicus_01044	CDS	321				hypothetical protein
54138_Lkimchicus_01045	CDS	621				hypothetical protein
54138_Lkimchicus_01046	CDS	933				hypothetical protein
54138_Lkimchicus_01047	CDS	378				hypothetical protein
54138_Lkimchicus_01048	CDS	705				S-layer protein
54138_Lkimchicus_01049	CDS	459				hypothetical protein
54138_Lkimchicus_01050	CDS	1476	emrB_2			Multidrug export protein EmrB
54138_Lkimchicus_01051	CDS	720				hypothetical protein
54138_Lkimchicus_01052	CDS	1353	gshAB_4			Glutathione biosynthesis bifunctional protein GshAB
54138_Lkimchicus_01053	CDS	1587	xylT_1			D-xylose transporter
54138_Lkimchicus_01054	CDS	1170	nagC		COG1940	N-acetylglucosamine repressor
54138_Lkimchicus_01055	CDS	1344	xylA	5.3.1.5	COG2115	Xylose isomerase
54138_Lkimchicus_01056	CDS	1512	xylB_4	2.7.1.17	COG1070	Xylulose kinase
54138_Lkimchicus_01057	CDS	906	rhaR_3			HTH-type transcriptional activator RhaR
54138_Lkimchicus_01058	CDS	1479	xylP_2			Isoprimeverose transporter
54138_Lkimchicus_01059	CDS	1623	xynB	3.2.1.37		Beta-xylosidase
54138_Lkimchicus_01060	CDS	2277	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
54138_Lkimchicus_01061	CDS	867	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
54138_Lkimchicus_01062	CDS	831				hypothetical protein
54138_Lkimchicus_01063	CDS	588	tag_2	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
54138_Lkimchicus_01064	CDS	657				hypothetical protein
54138_Lkimchicus_01065	CDS	588		2.4.-.-		Uncharacterized glycosyltransferase sll0501
54138_Lkimchicus_01066	CDS	399		2.4.-.-		Uncharacterized glycosyltransferase sll0501
54138_Lkimchicus_01067	CDS	2259				hypothetical protein
54138_Lkimchicus_01068	CDS	411				hypothetical protein
54138_Lkimchicus_01069	CDS	693	cusR		COG0745	Transcriptional regulatory protein CusR
54138_Lkimchicus_01070	CDS	1314	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
54138_Lkimchicus_01071	CDS	681				hypothetical protein
54138_Lkimchicus_01072	CDS	732				hypothetical protein
54138_Lkimchicus_01073	CDS	510	ribZ_1			Riboflavin transporter RibZ
54138_Lkimchicus_01074	CDS	912	ribZ_2			Riboflavin transporter RibZ
54138_Lkimchicus_01075	CDS	399				hypothetical protein
54138_Lkimchicus_01076	CDS	510	yagU		COG3477	Inner membrane protein YagU
54138_Lkimchicus_01077	CDS	780				hypothetical protein
54138_Lkimchicus_01078	CDS	1440	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
54138_Lkimchicus_01079	CDS	687				hypothetical protein
54138_Lkimchicus_01080	CDS	165				hypothetical protein
54138_Lkimchicus_01081	CDS	648				hypothetical protein
54138_Lkimchicus_01082	CDS	1173	opuCA	3.6.3.32		Carnitine transport ATP-binding protein OpuCA
54138_Lkimchicus_01083	CDS	630	opuCB			Carnitine transport permease protein OpuCB
54138_Lkimchicus_01084	CDS	933	opuCC		COG1732	Glycine betaine/carnitine/choline-binding protein OpuCC
54138_Lkimchicus_01085	CDS	651	opuCD			Carnitine transport permease protein OpuCD
54138_Lkimchicus_01086	CDS	1290		4.4.1.11	COG0626	L-methionine gamma-lyase
54138_Lkimchicus_01087	CDS	474	greA_2			Transcription elongation factor GreA
54138_Lkimchicus_01088	CDS	555	rutB	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
54138_Lkimchicus_01089	CDS	657	aqpZ2			Aquaporin Z 2
54138_Lkimchicus_01090	CDS	432				hypothetical protein
54138_Lkimchicus_01091	CDS	408				hypothetical protein
54138_Lkimchicus_01092	CDS	483				hypothetical protein
54138_Lkimchicus_01093	CDS	1623	dppE_3		COG4166	Dipeptide-binding protein DppE
54138_Lkimchicus_01094	CDS	948				hypothetical protein
54138_Lkimchicus_01095	CDS	1188	ackA_1	2.7.2.1	COG0282	Acetate kinase
54138_Lkimchicus_01096	CDS	642	gpmA_1	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
54138_Lkimchicus_01097	CDS	786	yafV	3.5.1.3		Omega-amidase YafV
54138_Lkimchicus_01098	CDS	477	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
54138_Lkimchicus_01099	CDS	696	phoU_1		COG0704	Phosphate-specific transport system accessory protein PhoU homolog
54138_Lkimchicus_01100	CDS	753	pstB3_1	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 3
54138_Lkimchicus_01101	CDS	795	pstB3_2	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 3
54138_Lkimchicus_01102	CDS	894				hypothetical protein
54138_Lkimchicus_01103	CDS	921				hypothetical protein
54138_Lkimchicus_01104	CDS	885	pstS1_1		COG0226	Phosphate-binding protein PstS 1
54138_Lkimchicus_01105	CDS	723				hypothetical protein
54138_Lkimchicus_01106	CDS	642				hypothetical protein
54138_Lkimchicus_01107	CDS	729	ribZ_3			Riboflavin transporter RibZ
54138_Lkimchicus_01108	CDS	468				hypothetical protein
54138_Lkimchicus_01109	CDS	1242				hypothetical protein
54138_Lkimchicus_01110	CDS	1098		3.4.11.25		Beta-peptidyl aminopeptidase BapA
54138_Lkimchicus_01111	CDS	606	ddpX_1	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
54138_Lkimchicus_01112	CDS	747	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
54138_Lkimchicus_01113	CDS	1152	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
54138_Lkimchicus_01114	CDS	651	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
54138_Lkimchicus_01115	CDS	1299	hisD	1.1.1.23		Histidinol dehydrogenase
54138_Lkimchicus_01116	CDS	585	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
54138_Lkimchicus_01117	CDS	627	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
54138_Lkimchicus_01118	CDS	729	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
54138_Lkimchicus_01119	CDS	759	hisF	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
54138_Lkimchicus_01120	CDS	321	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
54138_Lkimchicus_01121	CDS	321	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
54138_Lkimchicus_01122	CDS	1083	hisC	2.6.1.9		Histidinol-phosphate aminotransferase
54138_Lkimchicus_01123	CDS	903	rhaS_3			HTH-type transcriptional activator RhaS
54138_Lkimchicus_01124	CDS	1035		5.1.3.21	COG2017	Maltose epimerase
54138_Lkimchicus_01125	CDS	1086	araR		COG1609	Arabinose metabolism transcriptional repressor
54138_Lkimchicus_01126	CDS	1605	araB	2.7.1.16		Ribulokinase
54138_Lkimchicus_01127	CDS	729	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase
54138_Lkimchicus_01128	CDS	1425	araA	5.3.1.4		L-arabinose isomerase
54138_Lkimchicus_01129	CDS	612				hypothetical protein
54138_Lkimchicus_01130	CDS	669	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
54138_Lkimchicus_01131	CDS	267				hypothetical protein
54138_Lkimchicus_01132	CDS	699	vat	2.3.1.-		Virginiamycin A acetyltransferase
54138_Lkimchicus_01133	CDS	921				hypothetical protein
54138_Lkimchicus_01134	CDS	516				hypothetical protein
54138_Lkimchicus_01135	CDS	1245	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
54138_Lkimchicus_01136	CDS	1233	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
54138_Lkimchicus_01137	CDS	330				hypothetical protein
54138_Lkimchicus_01138	CDS	891				hypothetical protein
54138_Lkimchicus_01139	CDS	654	nreC_2		COG2197	Oxygen regulatory protein NreC
54138_Lkimchicus_01140	CDS	321	celD			PTS system cellobiose-specific EIIA component
54138_Lkimchicus_01141	CDS	1308	pucK_2		COG2233	Uric acid permease PucK
54138_Lkimchicus_01142	CDS	783	butA	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
54138_Lkimchicus_01143	CDS	1092				hypothetical protein
54138_Lkimchicus_01144	CDS	90				hypothetical protein
54138_Lkimchicus_01145	CDS	708				hypothetical protein
54138_Lkimchicus_01146	CDS	474	ntd	2.4.2.6		Nucleoside deoxyribosyltransferase
54138_Lkimchicus_01147	CDS	1845				hypothetical protein
54138_Lkimchicus_01148	CDS	981				hypothetical protein
54138_Lkimchicus_01149	CDS	912				hypothetical protein
54138_Lkimchicus_01150	CDS	630	mhqD	3.1.-.-	COG0400	Putative hydrolase MhqD
54138_Lkimchicus_01151	CDS	972	mhqA_1	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
54138_Lkimchicus_01152	CDS	903				hypothetical protein
54138_Lkimchicus_01153	CDS	1173	patA_1	2.6.1.-	COG0436	Putative N-acetyl-LL-diaminopimelate aminotransferase
54138_Lkimchicus_01154	CDS	969	ldhD_2	1.1.1.28	COG1052	D-lactate/D-glycerate dehydrogenase
54138_Lkimchicus_01155	CDS	747	est_1	3.1.1.1		Carboxylesterase
54138_Lkimchicus_01156	CDS	765				hypothetical protein
54138_Lkimchicus_01157	CDS	612	udg	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
54138_Lkimchicus_01158	CDS	1179	pdxB	1.1.1.290		Erythronate-4-phosphate dehydrogenase
54138_Lkimchicus_01159	CDS	1077	serC	2.6.1.52		Phosphoserine aminotransferase
54138_Lkimchicus_01160	CDS	630	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
54138_Lkimchicus_01161	CDS	1692				hypothetical protein
54138_Lkimchicus_01162	CDS	882				hypothetical protein
54138_Lkimchicus_01163	CDS	1095				hypothetical protein
54138_Lkimchicus_01164	CDS	717				hypothetical protein
54138_Lkimchicus_01165	CDS	825				hypothetical protein
54138_Lkimchicus_01166	CDS	7200				hypothetical protein
54138_Lkimchicus_01167	CDS	4797				hypothetical protein
54138_Lkimchicus_01168	CDS	4725				hypothetical protein
54138_Lkimchicus_01169	CDS	597				hypothetical protein
54138_Lkimchicus_01170	tRNA	75				tRNA-Asn(gtt)
54138_Lkimchicus_01171	tRNA	75				tRNA-Thr(cgt)
54138_Lkimchicus_01172	CDS	306				hypothetical protein
54138_Lkimchicus_01173	CDS	1479	dtpT		COG3104	Di-/tripeptide transporter
54138_Lkimchicus_01174	CDS	114				hypothetical protein
54138_Lkimchicus_01175	CDS	390				hypothetical protein
54138_Lkimchicus_01176	CDS	153				hypothetical protein
54138_Lkimchicus_01177	tRNA	85				tRNA-Tyr(gta)
54138_Lkimchicus_01178	tRNA	74				tRNA-Gln(ttg)
54138_Lkimchicus_01179	tRNA	83				tRNA-Tyr(gta)
54138_Lkimchicus_01180	tRNA	73				tRNA-Gln(ttg)
54138_Lkimchicus_01181	CDS	798	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
54138_Lkimchicus_01182	CDS	1128	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
54138_Lkimchicus_01183	CDS	702	yvoA		COG2188	HTH-type transcriptional repressor YvoA
54138_Lkimchicus_01184	CDS	723	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
54138_Lkimchicus_01185	CDS	1470	pncB2	6.3.4.21		Nicotinate phosphoribosyltransferase pncB2
54138_Lkimchicus_01186	CDS	825	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
54138_Lkimchicus_01187	CDS	2658		3.6.3.8		Calcium-transporting ATPase 1
54138_Lkimchicus_01188	CDS	435				hypothetical protein
54138_Lkimchicus_01189	CDS	2226	yhgF		COG2183	Protein YhgF
54138_Lkimchicus_01190	CDS	477				Protein SprT-like
54138_Lkimchicus_01191	CDS	258				hypothetical protein
54138_Lkimchicus_01192	CDS	879	thrB_2	2.7.1.39	COG0083	Homoserine kinase
54138_Lkimchicus_01193	tRNA	87				tRNA-Leu(aag)
54138_Lkimchicus_01194	CDS	642		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase TM_1254
54138_Lkimchicus_01195	CDS	996	manX	2.7.1.191		PTS system mannose-specific EIIAB component
54138_Lkimchicus_01196	CDS	816	sorA		COG3715	PTS system sorbose-specific EIIC component
54138_Lkimchicus_01197	CDS	918	manZ		COG3716	PTS system mannose-specific EIID component
54138_Lkimchicus_01198	CDS	381				hypothetical protein
54138_Lkimchicus_01199	CDS	348				hypothetical protein
54138_Lkimchicus_01200	CDS	1077	tagU	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
54138_Lkimchicus_01201	CDS	954				hypothetical protein
54138_Lkimchicus_01202	CDS	672	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
54138_Lkimchicus_01203	CDS	1356	pepC	3.4.22.40	COG3579	Aminopeptidase C
54138_Lkimchicus_01204	CDS	537	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
54138_Lkimchicus_01205	CDS	1371	radA	3.6.4.-	COG1066	DNA repair protein RadA
54138_Lkimchicus_01206	CDS	1158	yacL	3.1.-.-	COG4956	Uncharacterized PIN and TRAM-domain containing protein YacL
54138_Lkimchicus_01207	CDS	1494	gltX	6.1.1.17		Glutamate--tRNA ligase
54138_Lkimchicus_01208	CDS	1410	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
54138_Lkimchicus_01209	CDS	417	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
54138_Lkimchicus_01210	CDS	774		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
54138_Lkimchicus_01211	CDS	531	yacP		COG3688	Uncharacterized protein YacP
54138_Lkimchicus_01212	CDS	573				hypothetical protein
54138_Lkimchicus_01213	CDS	183	secE			Protein translocase subunit SecE
54138_Lkimchicus_01214	CDS	549	nusG		COG0250	Transcription termination/antitermination protein NusG
54138_Lkimchicus_01215	CDS	426	rplK			50S ribosomal protein L11
54138_Lkimchicus_01216	CDS	693	rplA			50S ribosomal protein L1
54138_Lkimchicus_01217	CDS	504	rplJ			50S ribosomal protein L10
54138_Lkimchicus_01218	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
54138_Lkimchicus_01219	CDS	1071	ykfB_2	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
54138_Lkimchicus_01220	CDS	567	mppA		COG4166	Periplasmic murein peptide-binding protein
54138_Lkimchicus_01221	CDS	1020	dppE_4		COG4166	Dipeptide-binding protein DppE
54138_Lkimchicus_01222	CDS	2049				hypothetical protein
54138_Lkimchicus_01223	CDS	783		1.1.1.-		D-2-hydroxyisocaproate dehydrogenase
54138_Lkimchicus_01224	CDS	195				hypothetical protein
54138_Lkimchicus_01225	CDS	576	yvdD		COG1611	LOG family protein YvdD
54138_Lkimchicus_01226	CDS	960	nrdF2	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta nrdF2
54138_Lkimchicus_01227	CDS	2172	nrdE1	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 1
54138_Lkimchicus_01228	CDS	228	nrdH		COG0695	Glutaredoxin-like protein NrdH
54138_Lkimchicus_01229	CDS	495	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
54138_Lkimchicus_01230	CDS	1743	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
54138_Lkimchicus_01231	CDS	333	ybaB		COG0718	Nucleoid-associated protein YbaB
54138_Lkimchicus_01232	CDS	600	recR		COG0353	Recombination protein RecR
54138_Lkimchicus_01233	CDS	243				hypothetical protein
54138_Lkimchicus_01234	CDS	630	tmk	2.7.4.9	COG0125	Thymidylate kinase
54138_Lkimchicus_01235	CDS	330	yaaQ		COG3870	Uncharacterized protein YaaQ
54138_Lkimchicus_01236	CDS	1008				hypothetical protein
54138_Lkimchicus_01237	CDS	324	yabA		COG4467	Initiation-control protein YabA
54138_Lkimchicus_01238	CDS	882	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
54138_Lkimchicus_01239	CDS	768				hypothetical protein
54138_Lkimchicus_01240	CDS	723	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
54138_Lkimchicus_01241	CDS	573	mshD	2.3.1.189		Mycothiol acetyltransferase
54138_Lkimchicus_01242	CDS	321	rimI	2.3.1.255	COG0456	N-alpha-acetyltransferase RimI
54138_Lkimchicus_01243	CDS	1023	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
54138_Lkimchicus_01244	CDS	1950	yheS		COG0488	Uncharacterized ABC transporter ATP-binding protein YheS
54138_Lkimchicus_01245	CDS	642	rex		COG2344	Redox-sensing transcriptional repressor Rex
54138_Lkimchicus_01246	CDS	285	groS		COG0234	10 kDa chaperonin
54138_Lkimchicus_01247	CDS	1623	groL		COG0459	60 kDa chaperonin
54138_Lkimchicus_01248	CDS	1860				hypothetical protein
54138_Lkimchicus_01249	CDS	765	lrgB		COG1346	Antiholin-like protein LrgB
54138_Lkimchicus_01250	CDS	447	lrgA		COG1380	Antiholin-like protein LrgA
54138_Lkimchicus_01251	CDS	1095	tagO	2.7.8.33	COG0472	Probable undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
54138_Lkimchicus_01252	CDS	669	yigZ		COG1739	IMPACT family member YigZ
54138_Lkimchicus_01253	CDS	1356	comFA	3.6.4.12	COG4098	ComF operon protein 1
54138_Lkimchicus_01254	CDS	687				hypothetical protein
54138_Lkimchicus_01255	CDS	567	hpf			Ribosome hibernation promotion factor
54138_Lkimchicus_01256	CDS	2364	secA		COG0653	Protein translocase subunit SecA
54138_Lkimchicus_01257	CDS	1077	prfB			Peptide chain release factor 2
54138_Lkimchicus_01258	CDS	1152	minJ		COG0265	Cell division topological determinant MinJ
54138_Lkimchicus_01259	CDS	717	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
54138_Lkimchicus_01260	CDS	1395	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
54138_Lkimchicus_01261	CDS	873	pstS1_2		COG0226	Phosphate-binding protein PstS 1
54138_Lkimchicus_01262	CDS	927	pstC1		COG0573	Phosphate transport system permease protein PstC 1
54138_Lkimchicus_01263	CDS	888				hypothetical protein
54138_Lkimchicus_01264	CDS	828	pstB3_3	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 3
54138_Lkimchicus_01265	CDS	756	pstB3_4	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB 3
54138_Lkimchicus_01266	CDS	663	phoU_2		COG0704	Phosphate-specific transport system accessory protein PhoU homolog
54138_Lkimchicus_01267	CDS	294				hypothetical protein
54138_Lkimchicus_01268	CDS	360				hypothetical protein
54138_Lkimchicus_01269	CDS	954	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
54138_Lkimchicus_01270	CDS	855	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
54138_Lkimchicus_01271	CDS	1014	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
54138_Lkimchicus_01272	CDS	897	gtaB_1	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
54138_Lkimchicus_01273	CDS	945	trxB	1.8.1.9	COG0492	Thioredoxin reductase
54138_Lkimchicus_01274	CDS	405	yfbR	3.1.3.89		5'-deoxynucleotidase YfbR
54138_Lkimchicus_01275	CDS	534				hypothetical protein
54138_Lkimchicus_01276	CDS	2007	uvrB		COG0556	UvrABC system protein B
54138_Lkimchicus_01277	CDS	2856	uvrA_1			UvrABC system protein A
54138_Lkimchicus_01278	CDS	1026	yeiH		COG2855	UPF0324 inner membrane protein YeiH
54138_Lkimchicus_01279	CDS	825	cysL		COG0583	HTH-type transcriptional regulator CysL
54138_Lkimchicus_01280	CDS	537				hypothetical protein
54138_Lkimchicus_01281	CDS	888	yvcJ		COG1660	Nucleotide-binding protein YvcJ
54138_Lkimchicus_01282	CDS	1008			COG0391	Putative gluconeogenesis factor
54138_Lkimchicus_01283	CDS	939	whiA		COG1481	Putative sporulation transcription regulator WhiA
54138_Lkimchicus_01284	CDS	594	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
54138_Lkimchicus_01285	CDS	483				hypothetical protein
54138_Lkimchicus_01286	CDS	783				hypothetical protein
54138_Lkimchicus_01287	tRNA	75				tRNA-Arg(ccg)
54138_Lkimchicus_01288	CDS	1008	cggR		COG2390	Central glycolytic genes regulator
54138_Lkimchicus_01289	CDS	1011	gapA1	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase 1
54138_Lkimchicus_01290	CDS	1203	pgk	2.7.2.3		Phosphoglycerate kinase
54138_Lkimchicus_01291	CDS	759	tpiA	5.3.1.1		Triosephosphate isomerase
54138_Lkimchicus_01292	CDS	1320	eno2	4.2.1.11	COG0148	Enolase 2
54138_Lkimchicus_01293	CDS	1137				hypothetical protein
54138_Lkimchicus_01294	CDS	1131	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
54138_Lkimchicus_01295	CDS	216				hypothetical protein
