"","qseqid","sseqid","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"6076","ASV6401","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6077","ASV6403","NODE_20_length_935_cov_380.679455",78.427,445,68,22,1,420,493,52,1.49e-71,265
"6078","ASV6405","NODE_20_length_935_cov_380.679455",90.971,443,38,2,1,442,493,52,4.92e-171,595
"6079","ASV6405","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6080","ASV6405","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6081","ASV6406","NODE_20_length_935_cov_380.679455",77.405,447,72,22,1,423,493,52,9.13e-64,239
"6082","ASV6407","NODE_20_length_935_cov_380.679455",81.356,295,53,2,125,418,345,52,9.01e-64,239
"6083","ASV6408","NODE_20_length_935_cov_380.679455",96.154,442,17,0,1,442,493,52,0,723
"6084","ASV6408","NODE_32_length_255_cov_157.070312",98.684,76,1,0,367,442,1,76,1.29e-32,135
"6085","ASV6408","NODE_19_length_1017_cov_348.064045",98.684,76,1,0,367,442,1,76,1.29e-32,135
"6086","ASV6409","NODE_20_length_935_cov_380.679455",95,300,15,0,118,417,351,52,8.14e-134,472
"6087","ASV6410","NODE_20_length_935_cov_380.679455",82.555,321,50,6,103,420,369,52,1.92e-75,278
"6088","ASV6411","NODE_20_length_935_cov_380.679455",79.054,444,67,18,1,420,493,52,1.48e-76,281
"6089","ASV6412","NODE_20_length_935_cov_380.679455",84.053,301,46,2,118,417,351,52,8.8e-79,289
"6090","ASV6413","NODE_20_length_935_cov_380.679455",79.241,448,81,9,1,442,493,52,1.2e-82,302
"6091","ASV6414","NODE_20_length_935_cov_380.679455",85.099,302,41,4,121,420,351,52,8.8e-84,305
"6092","ASV6415","NODE_20_length_935_cov_380.679455",80.678,295,55,2,129,422,345,52,1.97e-60,228
"6093","ASV6416","NODE_20_length_935_cov_380.679455",95.017,301,13,2,121,420,351,52,8.2e-134,472
"6094","ASV6416","NODE_32_length_255_cov_157.070312",94.737,76,4,0,345,420,1,76,1.23e-27,119
"6095","ASV6416","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,345,420,1,76,1.23e-27,119
"6096","ASV6418","NODE_20_length_935_cov_380.679455",80.731,301,56,2,118,417,351,52,4.18e-62,233
"6097","ASV6419","NODE_20_length_935_cov_380.679455",81.424,323,50,8,125,442,369,52,9.49e-69,255
"6098","ASV6420","NODE_20_length_935_cov_380.679455",83.553,304,43,7,118,418,351,52,1.91e-75,278
"6099","ASV6421","NODE_20_length_935_cov_380.679455",84,300,46,2,119,417,350,52,3.17e-78,287
"6100","ASV6422","NODE_20_length_935_cov_380.679455",81.695,295,52,2,127,420,345,52,1.95e-65,244
"6101","ASV6424","NODE_20_length_935_cov_380.679455",72.566,452,81,30,1,419,493,52,2.66e-24,108
"6102","ASV6427","NODE_20_length_935_cov_380.679455",86.652,442,59,0,1,442,493,52,2.39e-139,490
"6103","ASV6428","NODE_20_length_935_cov_380.679455",89.238,446,40,8,1,442,493,52,1.08e-157,551
"6104","ASV6428","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6105","ASV6428","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6106","ASV6429","NODE_20_length_935_cov_380.679455",94.684,301,14,2,118,417,351,52,3.79e-132,466
"6107","ASV6429","NODE_32_length_255_cov_157.070312",94.737,76,4,0,342,417,1,76,1.22e-27,119
"6108","ASV6429","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,342,417,1,76,1.22e-27,119
"6109","ASV6430","NODE_20_length_935_cov_380.679455",83.814,451,55,18,1,442,493,52,5.32e-116,412
"6110","ASV6431","NODE_20_length_935_cov_380.679455",80.795,302,54,4,119,418,351,52,4.19e-62,233
"6111","ASV6432","NODE_20_length_935_cov_380.679455",76.49,302,67,4,121,420,351,52,2.02e-40,161
"6112","ASV6435","NODE_20_length_935_cov_380.679455",81,300,57,0,118,417,351,52,8.99e-64,239
"6113","ASV6436","NODE_20_length_935_cov_380.679455",78.587,453,74,20,1,441,493,52,2.02e-75,278
"6114","ASV6438","NODE_20_length_935_cov_380.679455",88.713,443,48,2,1,442,493,52,2.34e-154,540
"6115","ASV6439","NODE_20_length_935_cov_380.679455",87.248,447,47,10,1,442,493,52,1.1e-142,501
"6116","ASV6441","NODE_20_length_935_cov_380.679455",79.866,298,52,7,133,426,345,52,2e-55,211
"6117","ASV6442","NODE_20_length_935_cov_380.679455",77.303,445,75,21,1,422,493,52,9.1e-64,239
"6118","ASV6444","NODE_20_length_935_cov_380.679455",93.709,302,17,2,122,422,352,52,1.07e-127,451
"6119","ASV6444","NODE_32_length_255_cov_157.070312",94.737,76,4,0,347,422,1,76,1.24e-27,119
"6120","ASV6444","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,347,422,1,76,1.24e-27,119
"6121","ASV6445","NODE_20_length_935_cov_380.679455",89.462,446,39,8,1,442,493,52,2.32e-159,556
"6122","ASV6445","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6123","ASV6445","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6124","ASV6448","NODE_20_length_935_cov_380.679455",81.788,302,53,2,122,422,352,52,1.17e-67,252
"6125","ASV6449","NODE_20_length_935_cov_380.679455",77.852,447,89,9,1,442,493,52,1.22e-72,268
"6126","ASV6450","NODE_20_length_935_cov_380.679455",78.222,450,82,14,1,442,493,52,2.62e-74,274
"6127","ASV6451","NODE_20_length_935_cov_380.679455",77,300,69,0,119,418,351,52,9.27e-44,172
"6128","ASV6453","NODE_20_length_935_cov_380.679455",90.135,446,36,8,1,442,493,52,2.31e-164,573
"6129","ASV6453","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6130","ASV6453","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6131","ASV6455","NODE_20_length_935_cov_380.679455",93.537,294,19,0,129,422,345,52,8.36e-124,438
"6132","ASV6455","NODE_32_length_255_cov_157.070312",94.737,76,4,0,347,422,1,76,1.24e-27,119
"6133","ASV6455","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,347,422,1,76,1.24e-27,119
"6134","ASV6459","NODE_20_length_935_cov_380.679455",93.688,301,17,2,118,417,351,52,3.81e-127,449
"6135","ASV6459","NODE_32_length_255_cov_157.070312",94.737,76,4,0,342,417,1,76,1.22e-27,119
"6136","ASV6459","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,342,417,1,76,1.22e-27,119
"6137","ASV6462","NODE_20_length_935_cov_380.679455",86.52,319,41,2,102,419,369,52,4e-97,350
"6138","ASV6463","NODE_20_length_935_cov_380.679455",86.517,445,54,4,1,442,493,52,1.11e-137,484
"6139","ASV6465","NODE_20_length_935_cov_380.679455",75.561,446,101,8,1,442,493,52,5.79e-56,213
"6140","ASV6466","NODE_20_length_935_cov_380.679455",86.333,300,40,1,118,416,351,52,6.69e-90,326
"6141","ASV6468","NODE_20_length_935_cov_380.679455",76.975,443,91,9,1,433,493,52,7.23e-65,243
"6142","ASV6469","NODE_20_length_935_cov_380.679455",79.734,301,59,2,118,417,351,52,4.21e-57,217
"6143","ASV6473","NODE_20_length_935_cov_380.679455",84.685,444,63,4,1,441,493,52,8.76e-124,438
"6144","ASV6474","NODE_20_length_935_cov_380.679455",89.153,295,30,2,123,416,345,52,3.94e-102,366
"6145","ASV6474","NODE_32_length_255_cov_157.070312",93.421,76,5,0,341,416,1,76,5.67e-26,113
"6146","ASV6474","NODE_19_length_1017_cov_348.064045",93.421,76,5,0,341,416,1,76,5.67e-26,113
"6147","ASV6475","NODE_20_length_935_cov_380.679455",90.293,443,41,2,1,442,493,52,4.96e-166,579
"6148","ASV6475","NODE_32_length_255_cov_157.070312",93.421,76,5,0,367,442,1,76,6.04e-26,113
"6149","ASV6475","NODE_19_length_1017_cov_348.064045",93.421,76,5,0,367,442,1,76,6.04e-26,113
"6150","ASV6476","NODE_20_length_935_cov_380.679455",90.498,442,42,0,1,442,493,52,1.07e-167,584
"6151","ASV6477","NODE_20_length_935_cov_380.679455",77.602,442,71,20,4,421,489,52,7.02e-65,243
"6152","ASV6478","NODE_20_length_935_cov_380.679455",78.644,295,61,2,129,422,345,52,2e-50,195
"6153","ASV6479","NODE_20_length_935_cov_380.679455",75.112,446,103,8,1,442,493,52,1.25e-52,202
"6154","ASV6480","NODE_20_length_935_cov_380.679455",81.973,294,53,0,129,422,345,52,4.21e-67,250
"6155","ASV6481","NODE_20_length_935_cov_380.679455",78.097,452,79,17,1,442,493,52,1.22e-72,268
"6156","ASV6484","NODE_20_length_935_cov_380.679455",95.701,442,19,0,1,442,493,52,0,712
"6157","ASV6484","NODE_32_length_255_cov_157.070312",97.368,76,2,0,367,442,1,76,6e-31,130
"6158","ASV6484","NODE_19_length_1017_cov_348.064045",97.368,76,2,0,367,442,1,76,6e-31,130
"6159","ASV6485","NODE_20_length_935_cov_380.679455",87.359,443,54,2,1,442,493,52,2.37e-144,507
"6160","ASV6486","NODE_20_length_935_cov_380.679455",76.51,298,62,7,131,424,345,52,9.48e-39,156
"6161","ASV6488","NODE_20_length_935_cov_380.679455",77.079,445,76,20,1,422,493,52,4.24e-62,233
"6162","ASV6489","NODE_20_length_935_cov_380.679455",77.528,445,94,6,1,442,493,52,5.67e-71,263
"6163","ASV6490","NODE_20_length_935_cov_380.679455",81.419,296,51,4,129,422,345,52,9.1e-64,239
"6164","ASV6491","NODE_20_length_935_cov_380.679455",80.743,296,53,4,129,422,345,52,1.97e-60,228
"6165","ASV6492","NODE_20_length_935_cov_380.679455",80.678,295,55,2,128,421,345,52,1.97e-60,228
"6166","ASV6496","NODE_20_length_935_cov_380.679455",83.596,445,66,6,1,441,493,52,1.91e-115,411
"6167","ASV6497","NODE_20_length_935_cov_380.679455",87.162,444,53,4,1,442,493,52,1.1e-142,501
"6168","ASV6499","NODE_20_length_935_cov_380.679455",90.045,442,43,1,1,441,493,52,8.28e-164,571
"6169","ASV6503","NODE_20_length_935_cov_380.679455",90.359,446,35,8,1,442,493,52,4.96e-166,579
"6170","ASV6504","NODE_20_length_935_cov_380.679455",81.145,297,51,5,124,418,345,52,4.19e-62,233
"6171","ASV6505","NODE_20_length_935_cov_380.679455",80.678,295,55,2,129,422,345,52,1.97e-60,228
"6172","ASV6506","NODE_20_length_935_cov_380.679455",79.264,299,52,10,129,422,345,52,4.3e-52,200
"6173","ASV6507","NODE_20_length_935_cov_380.679455",82.034,295,51,2,129,422,345,52,4.21e-67,250
"6174","ASV6508","NODE_20_length_935_cov_380.679455",78.747,447,84,11,1,441,493,52,9.33e-79,289
"6175","ASV6509","NODE_20_length_935_cov_380.679455",78.983,295,60,2,129,422,345,52,4.3e-52,200
"6176","ASV6510","NODE_20_length_935_cov_380.679455",81.25,304,48,7,118,416,351,52,3.23e-63,237
"6177","ASV6512","NODE_20_length_935_cov_380.679455",80.952,294,56,0,131,424,345,52,4.26e-62,233
"6178","ASV6515","NODE_20_length_935_cov_380.679455",78,450,83,14,1,442,493,52,1.22e-72,268
"6179","ASV6516","NODE_20_length_935_cov_380.679455",81.145,297,50,6,131,424,345,52,4.26e-62,233
"6180","ASV6517","NODE_20_length_935_cov_380.679455",81.757,296,50,4,129,422,345,52,1.96e-65,244
"6181","ASV6518","NODE_20_length_935_cov_380.679455",78.271,451,80,15,1,442,493,52,2.62e-74,274
"6182","ASV6520","NODE_20_length_935_cov_380.679455",80.339,295,56,2,129,422,345,52,9.17e-59,222
"6183","ASV6521","NODE_20_length_935_cov_380.679455",79.402,301,59,3,119,418,350,52,7.07e-55,209
"6184","ASV6522","NODE_20_length_935_cov_380.679455",84.081,446,63,6,1,442,493,52,2.46e-119,424
"6185","ASV6523","NODE_20_length_935_cov_380.679455",81.556,450,67,12,1,442,493,52,2.53e-99,357
"6186","ASV6524","NODE_20_length_935_cov_380.679455",89.189,444,44,4,1,442,493,52,1.08e-157,551
"6187","ASV6525","NODE_20_length_935_cov_380.679455",77.273,330,64,10,100,423,376,52,4.34e-47,183
"6188","ASV6527","NODE_20_length_935_cov_380.679455",80.405,296,54,4,129,422,345,52,9.17e-59,222
"6189","ASV6529","NODE_20_length_935_cov_380.679455",91.236,445,33,6,1,442,493,52,1.06e-172,601
"6190","ASV6529","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6191","ASV6529","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6192","ASV6531","NODE_20_length_935_cov_380.679455",77.528,445,74,17,1,422,493,52,1.96e-65,244
"6193","ASV6532","NODE_20_length_935_cov_380.679455",82.034,295,51,2,129,422,345,52,4.21e-67,250
"6194","ASV6533","NODE_20_length_935_cov_380.679455",81.695,295,52,2,133,426,345,52,1.98e-65,244
"6195","ASV6534","NODE_20_length_935_cov_380.679455",77.009,448,91,11,1,442,493,52,5.71e-66,246
"6196","ASV6537","NODE_20_length_935_cov_380.679455",80.471,297,53,5,131,425,345,52,9.24e-59,222
"6197","ASV6538","NODE_20_length_935_cov_380.679455",81.633,294,54,0,129,422,345,52,1.96e-65,244
"6198","ASV6539","NODE_20_length_935_cov_380.679455",80.685,321,56,6,125,442,369,52,2.05e-65,244
"6199","ASV6540","NODE_20_length_935_cov_380.679455",79.054,296,58,3,129,422,345,52,4.3e-52,200
"6200","ASV6541","NODE_20_length_935_cov_380.679455",93.559,295,17,2,129,422,345,52,8.36e-124,438
"6201","ASV6541","NODE_32_length_255_cov_157.070312",94.737,76,4,0,347,422,1,76,1.24e-27,119
"6202","ASV6541","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,347,422,1,76,1.24e-27,119
"6203","ASV6547","NODE_20_length_935_cov_380.679455",81.081,296,53,3,129,423,345,52,4.25e-62,233
"6204","ASV6548","NODE_20_length_935_cov_380.679455",80.743,296,53,4,129,422,345,52,1.97e-60,228
"6205","ASV6549","NODE_20_length_935_cov_380.679455",95.578,294,13,0,129,422,345,52,8.24e-134,472
"6206","ASV6549","NODE_32_length_255_cov_157.070312",97.368,76,2,0,347,422,1,76,5.72e-31,130
"6207","ASV6549","NODE_19_length_1017_cov_348.064045",97.368,76,2,0,347,422,1,76,5.72e-31,130
"6208","ASV6550","NODE_20_length_935_cov_380.679455",86.547,446,52,5,1,442,493,52,1.11e-137,484
"6209","ASV6550","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6210","ASV6550","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6211","ASV6552","NODE_20_length_935_cov_380.679455",79.538,303,59,3,119,419,353,52,5.48e-56,213
"6212","ASV6553","NODE_20_length_935_cov_380.679455",79.012,324,60,8,103,422,371,52,1.53e-56,215
"6213","ASV6555","NODE_20_length_935_cov_380.679455",79.934,304,56,5,118,418,353,52,1.17e-57,219
"6214","ASV6556","NODE_20_length_935_cov_380.679455",77.329,322,67,6,117,435,370,52,1.24e-47,185
"6215","ASV6558","NODE_20_length_935_cov_380.679455",87.191,445,51,6,1,442,493,52,1.1e-142,501
"6216","ASV6561","NODE_20_length_935_cov_380.679455",87.81,443,52,2,1,442,493,52,1.1e-147,518
"6217","ASV6562","NODE_20_length_935_cov_380.679455",76.957,447,86,13,1,435,493,52,9.4e-64,239
"6218","ASV6564","NODE_20_length_935_cov_380.679455",90.293,443,41,2,1,442,493,52,4.96e-166,579
"6219","ASV6564","NODE_32_length_255_cov_157.070312",97.368,76,2,0,367,442,1,76,6e-31,130
"6220","ASV6564","NODE_19_length_1017_cov_348.064045",97.368,76,2,0,367,442,1,76,6e-31,130
"6221","ASV6566","NODE_20_length_935_cov_380.679455",85.586,444,42,17,1,424,493,52,5.02e-126,446
"6222","ASV6566","NODE_32_length_255_cov_157.070312",94.737,76,4,0,349,424,1,76,1.24e-27,119
"6223","ASV6566","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,349,424,1,76,1.24e-27,119
"6224","ASV6567","NODE_20_length_935_cov_380.679455",92.188,320,21,4,125,442,369,52,4.06e-127,449
"6225","ASV6567","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6226","ASV6567","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6227","ASV6569","NODE_20_length_935_cov_380.679455",88.688,442,50,0,1,442,493,52,2.34e-154,540
"6228","ASV6571","NODE_20_length_935_cov_380.679455",80.678,295,55,2,133,426,345,52,1.99e-60,228
"6229","ASV6573","NODE_20_length_935_cov_380.679455",90.135,446,36,8,1,442,493,52,2.31e-164,573
"6230","ASV6576","NODE_20_length_935_cov_380.679455",92.099,443,33,2,1,442,493,52,2.26e-179,623
"6231","ASV6576","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6232","ASV6576","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6233","ASV6577","NODE_20_length_935_cov_380.679455",92.542,295,20,2,126,419,345,52,8.36e-119,422
"6234","ASV6577","NODE_32_length_255_cov_157.070312",93.421,76,5,0,344,419,1,76,5.71e-26,113
"6235","ASV6577","NODE_19_length_1017_cov_348.064045",93.421,76,5,0,344,419,1,76,5.71e-26,113
"6236","ASV6578","NODE_20_length_935_cov_380.679455",90.562,445,37,5,1,443,493,52,1.07e-167,584
"6237","ASV6578","NODE_32_length_255_cov_157.070312",94.737,76,4,0,368,443,1,76,1.3e-27,119
"6238","ASV6578","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,368,443,1,76,1.3e-27,119
"6239","ASV6579","NODE_20_length_935_cov_380.679455",93.537,294,19,0,129,422,345,52,8.36e-124,438
"6240","ASV6579","NODE_32_length_255_cov_157.070312",94.737,76,4,0,347,422,1,76,1.24e-27,119
"6241","ASV6579","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,347,422,1,76,1.24e-27,119
"6242","ASV6581","NODE_20_length_935_cov_380.679455",83.184,446,67,8,1,442,493,52,1.15e-112,401
"6243","ASV6582","NODE_20_length_935_cov_380.679455",93.905,443,25,2,1,442,493,52,0,667
"6244","ASV6582","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6245","ASV6582","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6246","ASV6583","NODE_20_length_935_cov_380.679455",80.743,296,53,4,129,422,345,52,1.97e-60,228
"6247","ASV6585","NODE_20_length_935_cov_380.679455",88.989,445,43,6,1,442,493,52,5.03e-156,545
"6248","ASV6585","NODE_32_length_255_cov_157.070312",93.421,76,5,0,367,442,1,76,6.04e-26,113
"6249","ASV6585","NODE_19_length_1017_cov_348.064045",93.421,76,5,0,367,442,1,76,6.04e-26,113
"6250","ASV6586","NODE_20_length_935_cov_380.679455",87.305,449,43,12,1,442,493,52,1.1e-142,501
"6251","ASV6586","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6252","ASV6586","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6253","ASV6587","NODE_20_length_935_cov_380.679455",90.687,451,23,17,1,442,492,52,3.83e-167,582
"6254","ASV6587","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6255","ASV6587","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6256","ASV6588","NODE_20_length_935_cov_380.679455",96,300,12,0,118,417,351,52,8.08e-139,488
"6257","ASV6588","NODE_32_length_255_cov_157.070312",96.053,76,3,0,342,417,1,76,2.63e-29,124
"6258","ASV6588","NODE_19_length_1017_cov_348.064045",96.053,76,3,0,342,417,1,76,2.63e-29,124
"6259","ASV6589","NODE_20_length_935_cov_380.679455",94.333,300,17,0,118,417,351,52,1.76e-130,460
"6260","ASV6590","NODE_20_length_935_cov_380.679455",93.667,300,19,0,118,417,351,52,3.81e-127,449
"6261","ASV6591","NODE_20_length_935_cov_380.679455",92.691,301,20,2,118,417,351,52,3.84e-122,433
"6262","ASV6591","NODE_32_length_255_cov_157.070312",94.737,76,4,0,342,417,1,76,1.22e-27,119
"6263","ASV6591","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,342,417,1,76,1.22e-27,119
"6264","ASV6594","NODE_20_length_935_cov_380.679455",90.807,446,33,8,1,442,493,52,2.29e-169,590
"6265","ASV6595","NODE_20_length_935_cov_380.679455",79.392,296,57,4,149,442,345,52,9.69e-54,206
"6266","ASV6596","NODE_20_length_935_cov_380.679455",89.414,444,42,4,1,441,493,52,8.34e-159,555
"6267","ASV6596","NODE_32_length_255_cov_157.070312",94.737,76,4,0,366,441,1,76,1.3e-27,119
"6268","ASV6596","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,366,441,1,76,1.3e-27,119
"6269","ASV6597","NODE_20_length_935_cov_380.679455",79.276,304,55,8,119,418,351,52,9.14e-54,206
"6270","ASV6599","NODE_20_length_935_cov_380.679455",90.562,445,36,6,1,442,493,52,1.07e-167,584
"6271","ASV6600","NODE_20_length_935_cov_380.679455",90.562,445,36,6,1,442,493,52,1.07e-167,584
"6272","ASV6600","NODE_32_length_255_cov_157.070312",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6273","ASV6600","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,367,442,1,76,1.3e-27,119
"6274","ASV6601","NODE_20_length_935_cov_380.679455",78.652,445,67,22,1,420,493,52,3.21e-73,270
"6275","ASV6602","NODE_20_length_935_cov_380.679455",80.872,298,48,7,127,419,345,52,7.03e-60,226
"6276","ASV6603","NODE_20_length_935_cov_380.679455",95.017,301,13,2,123,422,351,52,8.24e-134,472
"6277","ASV6603","NODE_32_length_255_cov_157.070312",94.737,76,4,0,347,422,1,76,1.24e-27,119
"6278","ASV6603","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,347,422,1,76,1.24e-27,119
"6279","ASV6604","NODE_20_length_935_cov_380.679455",91.03,301,25,2,118,417,351,52,8.38e-114,405
"6280","ASV6604","NODE_32_length_255_cov_157.070312",94.737,76,4,0,342,417,1,76,1.22e-27,119
"6281","ASV6604","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,342,417,1,76,1.22e-27,119
"6282","ASV6605","NODE_20_length_935_cov_380.679455",94.915,295,13,2,129,422,345,52,1.78e-130,460
"6283","ASV6605","NODE_32_length_255_cov_157.070312",94.737,76,4,0,347,422,1,76,1.24e-27,119
"6284","ASV6605","NODE_19_length_1017_cov_348.064045",94.737,76,4,0,347,422,1,76,1.24e-27,119
"6285","ASV6606","NODE_20_length_935_cov_380.679455",79.085,306,52,11,142,441,351,52,4.5e-52,200
"6286","ASV6608","NODE_20_length_935_cov_380.679455",82.432,296,48,4,129,422,345,52,9.04e-69,255
"6287","ASV6609","NODE_20_length_935_cov_380.679455",80.272,294,58,0,129,422,345,52,9.17e-59,222
"6288","ASV6610","NODE_20_length_935_cov_380.679455",82.45,302,49,4,118,417,351,52,1.92e-70,261
"6289","ASV6614","NODE_20_length_935_cov_380.679455",79.461,297,55,6,143,436,345,52,9.56e-54,206
"6290","ASV6615","NODE_20_length_935_cov_380.679455",80.656,305,50,9,118,418,351,52,1.95e-60,228
"6291","ASV6618","NODE_20_length_935_cov_380.679455",79.801,302,45,14,125,418,345,52,9.14e-54,206
"6292","ASV6619","NODE_20_length_935_cov_380.679455",79.412,306,51,11,142,441,351,52,9.67e-54,206
"6293","ASV6620","NODE_20_length_935_cov_380.679455",90.583,446,34,8,1,442,493,52,1.07e-167,584
"6294","ASV6623","NODE_20_length_935_cov_380.679455",89.91,446,37,8,1,442,493,52,1.07e-162,568
"6295","ASV6624","NODE_20_length_935_cov_380.679455",93.333,300,20,0,118,417,351,52,1.77e-125,444
